1	Taxifahrer	Taxifahrer	N	NN	Masc|Nom|Pl	2	subj	_	-
6	ja	ja	ADV	ADV	_	3	adv	_	-
7	"	"	$(	$(	_	0	root	_	-
8	,	,	$,	$,	_	0	root	_	-
9	meinte	meinen	V	VVFIN	3|Sg|Past|_	0	root	_	-
10	er	er	PRO	PPER	3|Sg|Masc|Nom	9	subj	_	(8)
11	und	und	KON	KON	_	9	kon	_	-
12	reichte	reichen	V	VVFIN	_|Sg|Past|_	11	cj	_	-
13	mir	ich	PRO	PPER	1|Sg|_|Dat	12	objd	_	(9)
14	die	die	ART	ART	Def|Fem|_|Sg	15	det	_	(11
15	Karte	Karte	N	NN	Fem|_|Sg	12	obja	_	11)
16	.	.	$.	$.	_	0	root	_	-

1	Die	die	ART	ART	Def|Fem|Nom|Sg	3	det	_	-
2	breite	breit	ADJA	ADJA	Pos|Fem|Nom|Sg|_|	3	attr	_	-
3	Straße	Straß	N	NN	Fem|Nom|Sg	4	subj	_	-
4	war	sein	V	VAFIN	3|Sg|Past|Ind	0	root	_	-
5	nicht	nicht	PTKNEG	PTKNEG	_	7	adv	_	-
6	zu	zu	PTKZU	PTKZU	_	7	part	_	-
7	übersehen	übersehen	V	VVINF	_	4	aux	_	-
8	,	,	$,	$,	_	0	root	_	-
9	aber	aber	KON	KON	_	4	kon	_	-
10	das	die	PRO	PDS	Neut|Nom|Sg	11	subj	_	-
11	nützte	nützen	V	VVFIN	3|Sg|Past|_	9	cj	_	-
12	mir	ich	PRO	PPER	1|Sg|_|Dat	11	objd	_	(9)
13	gar	gar	ADV	ADV	_	14	adv	_	-
14	nichts	nichts	PRO	PIS	_	11	obja	_	-
15	.	.	$.	$.	_	0	root	_	-

1	Der	die	ART	ART	Def|Masc|Nom|Sg	2	det	_	(12
2	Blindfisch	Blindfisch	N	NN	Masc|Nom|Sg	3	subj	_	12)
3	studierte	studieren	V	VVFIN	3|Sg|Past|_	0	root	_	-
4	die	die	ART	ART	Def|Fem|_|Sg	5	det	_	(11
5	Karte	Karte	N	NN	Fem|_|Sg	3	obja	_	11)
6	eine	eine	ART	ART	Indef|Fem|_|Sg	8	det	_	-
7	ganze	ganz	ADJA	ADJA	Pos|Fem|_|Sg|_|	8	attr	_	-
8	Weile	Weile	N	NN	Fem|_|Sg	3	zeit	_	-
9	und	und	KON	KON	_	3	kon	_	-
10	fuhr	fahren	V	VVFIN	_|Sg|Past|Ind	9	cj	_	-
11	den	die	ART	ART	Def|_|_|_	12	det	_	-
12	Pastoral	Pastoral	FM	FM	_|_|_	10	obja	_	-
13	Way	Way	FM	FM	_|_|_	12	app	_	-
14	mit	mit	PREP	APPR	Dat	10	pp	_	-
15	dem	die	ART	ART	Def|Masc|Dat|Sg	16	det	_	-
16	Finger	Finger	N	NN	Masc|Dat|Sg	14	pn	_	-
17	auf	auf	PTKVZ	PTKVZ	_	10	avz	_	-
18	und	und	KON	KON	_	0	root	_	-
19	ab	ab	PTKVZ	PTKVZ	_	0	root	_	-
20	,	,	$,	$,	_	0	root	_	-
21	bis	bis	KOUS	KOUS	_	24	konj	_	-
22	ich	ich	PRO	PPER	1|Sg|_|Nom	24	subj	_	(9)
23	ihn	er	PRO	PPER	3|Sg|Masc|Acc	24	obja	_	(12)
24	bat	bitten	V	VVFIN	1|Sg|Past|Ind	0	root	_	-
25	,	,	$,	$,	_	0	root	_	-
26	das	die	ART	ART	Def|Neut|_|Sg	27	det	_	-
27	Auto	Auto	N	NN	Neut|_|Sg	32	obja	_	-
28	statt	statt	PREP	APPR	Gen	32	pp	_	-
29	des	die	ART	ART	Def|Masc|Gen|Sg	30	det	_	-
30	Fingers	Finger	N	NN	Masc|Gen|Sg	28	pn	_	-
31	zu	zu	PTKZU	PTKZU	_	32	part	_	-
32	benutzen	benutzen	V	VVINF	_	24	obji	_	-
33	.	.	$.	$.	_	0	root	_	-

1	Da	da	ADV	ADV	_	2	adv	_	-
2	schlug	schlagen	V	VVFIN	3|Sg|Past|Ind	8	s	_	-
3	er	er	PRO	PPER	3|Sg|Masc|Nom	2	subj	_	(8)
4	den	die	ART	ART	Def|Masc|Acc|Sg	5	det	_	-
5	Atlas	Atlas	N	NN	Masc|Acc|Sg	2	obja	_	-
6	zu	zu	PTKVZ	PTKVZ	_	2	avz	_	-
7	,	,	$,	$,	_	0	root	_	-
8	rollte	rollen	V	VVFIN	3|Sg|Past|_	0	root	_	-
9	das	die	ART	ART	Def|Neut|Nom|Sg	10	det	_	(14
10	Fenster	Fenster	N	NN	Neut|Nom|Sg	8	subj	_	14)
11	herunter	herunter	ADV	ADV	_	8	adv	_	-
12	und	und	KON	KON	_	8	kon	_	-
13	fragte	fragen	V	VVFIN	_|Sg|Past|_	12	cj	_	-
14	einen	eine	ART	ART	Indef|Masc|Acc|Sg	15	det	_	-
15	Studenten	Student	N	NN	Masc|Acc|Sg	13	obja	_	-
16	nach	nach	PREP	APPR	Dat	13	pp	_	-
17	dem	die	ART	ART	Def|Masc|Dat|Sg	18	det	_	-
18	Weg	Weg	N	NN	Masc|Dat|Sg	16	pn	_	-
19	.	.	$.	$.	_	0	root	_	-

1	Beim	bei	PREP	APPRART	Dat	4	pp	_	-
2	vierten	viert	ADJA	ADJA	_|Masc|Dat|Sg|Wk|	3	attr	_	-
3	Versuch	Versuch	N	NN	Masc|Dat|Sg	1	pn	_	-
4	erhielt	erhalten	V	VVFIN	3|Sg|Past|Ind	0	root	_	-
5	er	er	PRO	PPER	3|Sg|Masc|Nom	4	subj	_	(8)
6	präzise	präzis	ADJA	ADJA	Pos|Fem|_|Pl|St|	7	attr	_	-
7	Anweisungen	Anweisung	N	NN	Fem|_|Pl	4	obja	_	-
8	:	\:	$.	$.	_	0	root	_	-
9	"	"	$(	$(	_	0	root	_	-
10	An	an	PREP	APPR	Dat	23	pp	_	-
11	der	die	ART	ART	Def|Fem|Dat|Sg	12	det	_	-
12	Ampel	Ampel	N	NN	Fem|Dat|Sg	10	pn	_	-
13	rechts	rechts	ADV	ADV	_	10	adv	_	-
14	,	,	$,	$,	_	0	root	_	-
15	am	an	PREP	APPRART	Dat	10	kon	_	-
16	nächsten	nah	ADJA	ADJA	_|Masc|Dat|Sg|Wk|	17	attr	_	-
17	Kreisverkehr	Kreisverkehr	N	NN	Masc|Dat|Sg	15	pn	_	-
18	links	links	ADV	ADV	_	15	adv	_	-
19	,	,	$,	$,	_	0	root	_	-
20	dann	dann	ADV	ADV	_	23	adv	_	-
21	die	die	ART	ART	Def|_|_|_	23	det	_	-
22	zweite	zweit	ADJA	ADJA	_|_|_|_|_|	23	attr	_	-
23	Straße	Straß	N	NN	_|_|_	0	root	_	-
24	rechts	rechts	ADV	ADV	_	23	adv	_	-
25	-	-	$(	$(	_	0	root	_	-
26	das	die	PRO	PDS	Neut|Nom|Sg	27	subj	_	-
27	ist	sein	V	VAFIN	3|Sg|Pres|Ind	0	root	_	-
28	Pastoral	Pastoral	N	NE	_|Nom|_	27	pred	_	(13
29	Way	Way	N	NE	_|Nom|_	28	app	_	13)
30	.	.	$.	$.	_	0	root	_	-

1	"	"	$(	$(	_	0	root	_	-
2	Mein	meine	ART	PPOSAT	Masc|Nom|Sg	3	det	_	(9)|(15
3	Chauffeur	Chauffeur	N	NN	Masc|Nom|Sg	4	subj	_	15)
4	bedankte	bedanken	V	VVFIN	3|Sg|Past|_	0	root	_	-
5	sich	sie	PRO	PRF	3|_|_	4	obja	_	-
6	artig	artig	ADV	ADJD	Pos|	4	adv	_	-
7	,	,	$,	$,	_	0	root	_	-
8	schloß	schloß	V	VVFIN	_	4	kon	_	-
9	das	die	ART	ART	Def|Neut|_|Sg	10	det	_	(14
10	Fenster	Fenster	N	NN	Neut|_|Sg	8	obja	_	14)
11	und	und	KON	KON	_	8	kon	_	-
12	grinste	grinsen	V	VVFIN	_|Sg|Past|_	11	cj	_	-
13	mich	ich	PRO	PRF	1|Sg|Acc	12	obja	_	-
14	an	an	PTKVZ	PTKVZ	_	12	avz	_	-
15	:	\:	$.	$.	_	0	root	_	-
16	"	"	$(	$(	_	0	root	_	-
17	Hast	haben	V	VAFIN	2|Sg|Pres|Ind	0	root	_	-
18	du	du	PRO	PPER	2|Sg|_|Nom	17	subj	_	-
19	irgend	irgend	ADV	ADV	_	20	adv	_	-
20	etwas	etwas	PRO	PIS	_	22	obja	_	-
21	davon	davon	PROAV	PROAV	_	22	pp	_	-
22	kapiert	kapieren	V	VVPP	_	17	aux	_	-
23	?	?	$.	$.	_	0	root	_	-

1	"	"	$(	$(	_	0	root	_	-
2	Wenigstens	wenigstens	ADV	ADV	_	3	adv	_	-
3	schaltete	schalten	V	VVFIN	3|Sg|Past|_	0	root	_	-
4	er	er	PRO	PPER	3|Sg|Masc|Nom	3	subj	_	(15)
5	vor	vor	PREP	APPR	Dat	3	pp	_	-
6	der	die	ART	ART	Def|Fem|Dat|Sg	9	det	_	-
7	nun	nun	ADV	ADV	_	8	adv	_	-
8	folgenden	folgend	ADJA	ADJA	Pos|Fem|Dat|Sg|Wk|_	9	attr	_	-
9	Irrfahrt	Irrfahrt	N	NN	Fem|Dat|Sg	5	pn	_	-
10	das	die	ART	ART	Def|Neut|_|Sg	11	det	_	(16
11	Taxameter	Taxameter	N	NN	Neut|_|Sg	3	obja	_	16)
12	aus	aus	PTKVZ	PTKVZ	_	3	avz	_	-
13	.	.	$.	$.	_	0	root	_	-

1	Am	an	PREP	APPRART	Dat	3	pp	_	-
2	Ende	Ende	N	NN	Neut|Dat|Sg	1	pn	_	-
3	fand	finden	V	VVFIN	3|Sg|Past|Ind	0	root	_	-
4	er	er	PRO	PPER	3|Sg|Masc|Nom	3	subj	_	(15)
5	die	die	ART	ART	Def|_|_|_	6	det	_	(2
6	Straße	Straß	N	NN	_|_|_	3	obja	_	2)
7	dann	dann	ADV	ADV	_	3	adv	_	-
8	doch	doch	ADV	ADV	_	3	adv	_	-
9	noch	noch	ADV	ADV	_	3	adv	_	-
10	.	.	$.	$.	_	0	root	_	-

1	Inzwischen	inzwischen	ADV	ADV	_	2	adv	_	-
2	hatte	haben	V	VAFIN	3|Sg|Past|Ind	0	root	_	-
3	er	er	PRO	PPER	3|Sg|Masc|Nom	2	subj	_	(15)
4	aber	aber	ADV	ADV	_	2	adv	_	-
5	vergessen	vergessen	V	VVINF	_	0	root	_	-
6	,	,	$,	$,	_	0	root	_	-
7	welchen	welche	ART	PWAT	Masc|Acc|Sg	8	det	_	-
8	Fahrpreis	Fahrpreis	N	NN	Masc|Acc|Sg	11	obja	_	-
9	das	die	ART	ART	Def|Neut|Nom|Sg	10	det	_	(16
10	Taxameter	Taxameter	N	NN	Neut|Nom|Sg	12	subj	_	16)
11	angezeigt	anzeigen	V	VVPP	_	12	aux	_	-
12	hatte	haben	V	VAFIN	3|Sg|Past|Ind	0	root	_	-
13	,	,	$,	$,	_	0	root	_	-
14	als	als	KOUS	KOUS	_	17	konj	_	-
15	er	er	PRO	PPER	3|Sg|Masc|Nom	17	subj	_	(15)
16	es	es	PRO	PPER	3|Sg|Neut|_	17	obja	_	-
17	ausschaltete	ausschalten	V	VVFIN	3|Sg|Past|_	12	neb	_	-
18	.	.	$.	$.	_	0	root	_	-

1	"	"	$(	$(	_	0	root	_	-
2	Na	Na	ITJ	ITJ	_	0	root	_	-
3	,	,	$,	$,	_	0	root	_	-
4	gib	geben	V	VVIMP	Sg	0	root	_	-
5	mir	ich	PRO	PPER	1|Sg|_|Dat	4	objd	_	(17)
6	drei	drei	CARD	CARD	_	7	attr	_	-
7	Pfund	Pfund	N	NN	Neut|_|Pl	4	obja	_	-
8	.	.	$.	$.	_	0	root	_	-

1	"	"	$(	$(	_	0	root	_	-
2	Ich	ich	PRO	PPER	1|Sg|_|Nom	3	subj	_	(17)
3	gab	geben	V	VVFIN	1|Sg|Past|Ind	0	root	_	-
4	ihm	er	PRO	PPER	3|Sg|_|Dat	3	objd	_	(15)
5	fünf	fünf	CARD	CARD	_	3	obja	_	-
6	und	und	KON	KON	_	3	kon	_	-
7	bat	bitten	V	VVFIN	_|Sg|Past|Ind	6	cj	_	-
8	ihn	er	PRO	PPER	3|Sg|Masc|Acc	7	obja	_	(15)
9	,	,	$,	$,	_	0	root	_	-
10	nicht	nicht	PTKNEG	PTKNEG	_	15	adv	_	-
11	auf	auf	PREP	APPR	Acc	15	pp	_	-
12	den	die	ART	ART	Def|Masc|Acc|Sg	13	det	_	-
13	Funkruf	Funkruf	N	NN	Masc|Acc|Sg	11	pn	_	-
14	zu	zu	PTKZU	PTKZU	_	15	part	_	-
15	reagieren	reagieren	V	VVINF	_	7	obji	_	-
16	,	,	$,	$,	_	0	root	_	-
17	wenn	wenn	KOUS	KOUS	_	31	konj	_	-
18	ich	ich	PRO	PPER	1|Sg|_|Nom	31	subj	_	(17)
19	nach	nach	PREP	APPR	Dat	30	pp	_	-
20	dem	die	ART	ART	Def|Neut|Dat|Sg	21	det	_	(18
21	Interview	Interview	N	NN	Neut|Dat|Sg	19	pn	_	18)
22	in	in	PREP	APPR	Dat	30	pp	_	-
23	einer	eine	ART	ART	Indef|Fem|Dat|Sg	24	det	_	-
24	Stunde	Stunde	N	NN	Fem|Dat|Sg	22	pn	_	-
25	ein	eine	ART	ART	Indef|Neut|_|Sg	26	det	_	-
26	Taxi	Taxi	N	NN	Neut|_|Sg	30	obja	_	-
27	zum	zu	PREP	APPRART	Dat	30	pp	_	-
28	Pastoral	Pastoral	FM	FM	_|Dat|_	27	pn	_	-
29	Way	Way	FM	FM	_|Dat|_	28	app	_	-
30	rufen	rufen	V	VVINF	_	31	aux	_	-
31	würde	werden	V	VAFIN	1|Sg|Past|Subj	15	neb	_	-
32	.	.	$.	$.	_	0	root	_	-

