1	Statt	statt	PREP	APPR	Gen	3	pp	_	-
11	Lage	Lage	N	NN	Fem|Dat|Sg	9	pn	_	-
12	"	"	$(	$(	_	0	root	_	-
13	,	,	$,	$,	_	0	root	_	-
14	meinte	meinen	V	VVFIN	3|Sg|Past|_	0	root	_	-
15	AKS-Vertreter	AKS-Vertreter	N	NE	_|Nom|Sg	14	subj	_	(10
16	Asmuth	Asmuth	N	NE	_|Nom|Sg	15	app	_	10)
17	.	.	$.	$.	_	0	root	_	-

1	Der	die	ART	ART	Def|Masc|Nom|Sg	2	det	_	(12
2	Grund	Grund	N	NN	Masc|Nom|Sg	0	root	_	12)
3	:	\:	$.	$.	_	0	root	_	-
4	Zur	zu	PREP	APPRART	Dat	6	pp	_	-
5	Zeit	Zeit	N	NN	Fem|Dat|Sg	4	pn	_	-
6	gelten	gelten	V	VVFIN	3|Pl|Pres|_	0	root	_	-
7	weder	weder	KON	KON	_	10	kon	_	-
8	die	die	ART	ART	Def|Fem|Nom|Pl	10	det	_	-
9	alten	alt	ADJA	ADJA	Pos|Fem|Nom|Pl|Wk|	10	attr	_	-
10	Richtlinien	Richtlinie	N	NN	Fem|Nom|Pl	6	subj	_	-
11	noch	noch	KON	KON	_	10	kon	_	-
12	die	die	ART	ART	Def|_|_|_	14	det	_	-
13	befürchteten	befürchtet	ADJA	ADJA	Pos|_|_|_|_|	14	attr	_	-
14	neuen	neu	ADJA	ADJA	_|_|_	11	cj	_	-
15	.	.	$.	$.	_	0	root	_	-

