1	Stell	stellen	V	VVIMP	Sg	0	root	_	-
5	viele	viele	ART	PIDAT	Fem|Nom|Pl	6	det	_	-
6	Fragen	Frage	N	NN	Fem|Nom|Pl	2	subj	_	-
7	vor	vor	PREP	APPR	Dat	20	pp	_	-
8	allem	alle	PRO	PIS	_|Dat|Sg	7	pn	_	-
9	bei	bei	PREP	APPR	Dat	20	pp	_	-
10	den	die	ART	ART	Def|_|Dat|Pl	11	det	_	-
11	Sicherheitskosten	Sicherheitskosten	N	NN	_|Dat|Pl	9	pn	_	-
12	"	"	$(	$(	_	0	root	_	-
13	am	an	PREP	APPRART	Dat	20	pp	_	-
14	elegantesten	elegant	ADJA	ADJA	Sup|_|Dat|_|_|	13	pn	_	-
15	"	"	$(	$(	_	0	root	_	-
16	im	in	PREP	APPRART	Dat	20	pp	_	-
17	neuen	neu	ADJA	ADJA	Pos|Masc|Dat|Sg|Wk|	18	attr	_	-
18	Hauptstadtvertrag	Hauptstadtvertrag	N	NN	Masc|Dat|Sg	16	pn	_	-
19	zu	zu	PTKZU	PTKZU	_	20	part	_	-
20	lösen	lösen	V	VVINF	_	2	aux	_	-
21	-	-	$(	$(	_	0	root	_	-
22	der	die	ART	ART	Def|_|_|_	23	det	_	-
23	alte	alt	ADJA	ADJA	Masc|Nom|Sg	24	subj	_	-
24	läuft	laufen	V	VVFIN	3|Sg|Pres|Ind	2	kon	_	-
25	dieses	diese	ART	PDAT	Neut|_|Sg	26	det	_	(11
26	Jahr	Jahr	N	NN	Neut|_|Sg	24	zeit	_	11)
27	aus	aus	PTKVZ	PTKVZ	_	24	avz	_	-
28	.	.	$.	$.	_	0	root	_	-

1	Zu	Zu	PTKZU	PTKZU	_	2	part	_	-
2	regeln	regeln	V	VVINF	_	3	aux	_	-
3	sein	sein	V	VAINF	_	4	aux	_	-
4	werde	werden	V	VAFIN	_|Sg|Pres|_	0	root	_	-
5	da	da	ADV	ADV	_	2	adv	_	-
6	auch	auch	ADV	ADV	_	2	adv	_	-
7	,	,	$,	$,	_	0	root	_	-
8	daß	daß	KOUS	KOUS	_	26	konj	_	-
9	es	es	PRO	PPER	3|Sg|Neut|Nom	26	subj	_	-
10	nicht	nicht	PTKNEG	PTKNEG	_	26	adv	_	-
11	weiter	weiter	ADV	ADV	_	26	adv	_	-
12	eine	eine	ART	ART	Indef|Fem|_|Sg	13	det	_	-
13	Spaltung	Spaltung	N	NN	Fem|_|Sg	26	obja	_	-
14	der	die	ART	ART	Def|Fem|Gen|Sg	15	det	_	-
15	Besoldung	Besoldung	N	NN	Fem|Gen|Sg	13	gmod	_	-
16	der	die	ART	ART	Def|Masc|Gen|Pl	17	det	_	-
17	Regierungsviertel-Polizisten	Regierungsviertel-Polizist	N	NN	Masc|Gen|Pl	15	gmod	_	-
18	aus	aus	PREP	APPR	Dat	17	pp	_	-
19	dem	die	ART	ART	Def|_|Dat|Sg	21	det	_	-
20	ehemaligen	ehemalig	ADJA	ADJA	Pos|_|_|_|_|	21	attr	_	-
21	Ost-	Ost-	TRUNC	TRUNC	_|Dat|Sg	18	pn	_	-
22	und	und	KON	KON	_	21	kon	_	-
23	Westteil	Westteil	N	NN	_|_|Sg	22	cj	_	-
24	der	die	ART	ART	Def|Fem|Gen|Sg	25	det	_	-
25	Stadt	Stadt	N	NN	Fem|Gen|Sg	21	gmod	_	-
26	gibt	geben	V	VVFIN	3|Sg|Pres|Ind	4	subjc	_	-
27	.	.	$.	$.	_	0	root	_	-

1	"	"	$(	$(	_	0	root	_	-
2	Das	die	PRO	PDS	Neut|Nom|Sg	3	subj	_	-
3	wird	werden	V	VAFIN	3|Sg|Pres|Ind	0	root	_	-
4	sich	sie	PRO	PRF	3|_|_	7	obja	_	-
5	als	als	KOKOM	KOKOM	_	7	kom	_	-
6	unhaltbar	unhaltbar	ADV	ADJD	Pos|	5	cj	_	-
7	erweisen	erweisen	V	VVINF	_	3	aux	_	-
8	"	"	$(	$(	_	0	root	_	-
9	,	,	$,	$,	_	0	root	_	-
10	unterstrich	unterstreichen	V	VVFIN	_|Sg|Past|Ind	3	kon	_	-
11	Böger	Böger	N	NE	_	10	obja	_	(5)
12	.	.	$.	$.	_	0	root	_	-

1	Und	und	KON	KON	_	0	root	_	-
2	weil	weil	KOUS	KOUS	_	7	konj	_	-
3	schon	schon	ADV	ADV	_	7	adv	_	-
4	Wahlkampfzeiten	Wahlkampfzeit	N	NN	Fem|Nom|Pl	7	subj	_	-
5	in	in	PREP	APPR	_	7	pp	_	-
6	Berlin	Berlin	N	NE	_|_|Sg	5	pn	_	(1)
7	sind	sein	V	VAFIN	3|Pl|Pres|Ind	9	neb	_	-
8	,	,	$,	$,	_	0	root	_	-
9	gab	geben	V	VVFIN	3|Sg|Past|Ind	1	cj	_	-
10	es	es	PRO	PPER	3|Sg|Neut|Nom	9	subj	_	-
11	auch	auch	ADV	ADV	_	9	adv	_	-
12	noch	noch	ADV	ADV	_	9	adv	_	-
13	einen	eine	ART	ART	Indef|Masc|Acc|Sg	14	det	_	-
14	Seitenhieb	Seitenhieb	N	NN	Masc|Acc|Sg	9	obja	_	-
15	auf	auf	PREP	APPR	Acc	14	pp	_	-
16	den	die	ART	ART	Def|Masc|Acc|Sg	17	det	_	-
17	CDU-Innensenator	CDU-Innensenator	N	NN	Masc|Acc|Sg	15	pn	_	-
18	Eckart	Eckart	N	NE	_|Acc|Sg	17	app	_	-
19	Werthebach	Werthebach	N	NE	_|Acc|Sg	18	app	_	-
20	:	\:	$.	$.	_	0	root	_	-
21	Wenn	wenn	KOUS	KOUS	_	0	root	_	-
22	der	die	ART	ART	Def|_|_|_	0	root	_	-
23	nun	nun	ADV	ADV	_	29	adv	_	-
24	lauthals	lauthals	ADV	ADV	_	29	adv	_	-
25	mehr	mehr	ART	PIAT	Fem|Nom|Sg	26	det	_	-
26	Hilfe	Hilfe	N	NN	Fem|Nom|Sg	29	subj	_	-
27	aus	aus	PREP	APPR	Dat	29	pp	_	-
28	Bonn	Bonn	N	NE	Neut|Dat|Sg	27	pn	_	(12)
29	fordere	fordern	V	VVFIN	3|Sg|Pres|Subj	0	root	_	-
30	,	,	$,	$,	_	0	root	_	-
31	sei	sein	V	VAFIN	_|Sg|Pres|Subj	0	root	_	-
32	daran	daran	PROAV	PROAV	_	34	objp	_	-
33	zu	zu	PTKZU	PTKZU	_	34	part	_	-
34	erinnern	erinnern	V	VVINF	_	31	aux	_	-
35	,	,	$,	$,	_	0	root	_	-
36	daß	daß	KOUS	KOUS	_	54	konj	_	-
37	Werthebach	Werthebach	N	NN	Masc|Nom|Sg	54	subj	_	(13)
38	vor	vor	PREP	APPR	Dat	53	pp	_	-
39	seiner	seine	ART	PPOSAT	Fem|Dat|Sg	40	det	_	(13)
40	Senatorenzeit	Senatorenzeit	N	NN	Fem|Dat|Sg	38	pn	_	-
41	im	in	PREP	APPRART	Dat	53	pp	_	-
42	Bundesinnenministerium	Bundesinnenministerium	N	NN	Neut|Dat|Sg	41	pn	_	-
43	als	als	KOKOM	KOKOM	_	42	kom	_	-
44	Staatssekretär	Staatssekretär	N	NN	Masc|_|Sg	43	cj	_	-
45	selbst	selbst	ADV	ADV	_	41	adv	_	-
46	für	für	PREP	APPR	Acc	53	pp	_	-
47	die	die	ART	ART	Def|Fem|Acc|Sg	48	det	_	-
48	Sicherheitsplanung	Sicherheitsplanung	N	NN	Fem|Acc|Sg	46	pn	_	-
49	in	in	PREP	APPR	Dat	53	pp	_	-
50	der	die	ART	ART	Def|Fem|Dat|Sg	51	det	_	(6
51	Hauptstadt	Hauptstadt	N	NN	Fem|Dat|Sg	49	pn	_	6)
52	Mitverantwortung	Mitverantwortung	N	NN	Fem|_|Sg	53	obja	_	-
53	getragen	tragen	V	VVPP	_	54	aux	_	-
54	habe	haben	V	VAFIN	3|Sg|Pres|Subj	34	objc	_	-
55	.	.	$.	$.	_	0	root	_	-

